X,y
~/projects/TinyMachines.jl/examples/dataset/images/2008_007596.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_007596.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_006063.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_006063.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_005922.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_005922.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_000063.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_000063.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_003183.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_003183.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_000919.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_000919.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_001546.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_001546.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_002873.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_002873.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_005375.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_005375.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_001530.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_001530.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_003383.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_003383.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002035.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002035.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_000498.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_000498.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_003455.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_003455.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_004789.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_004789.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_002885.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_002885.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_004186.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_004186.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_001807.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_001807.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_005714.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_005714.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_002390.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_002390.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_000069.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_000069.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_007273.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_007273.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002150.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002150.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002635.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002635.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_004322.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_004322.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_008521.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_008521.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002019.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002019.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002171.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002171.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_000709.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_000709.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_000219.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_000219.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_000309.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_000309.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_007123.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_007123.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_000548.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_000548.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_002018.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_002018.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002122.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002122.png
